label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
4	479 kg	-0.068 N	soccer	Electrical Engineering	1524	310	Fremont, San Francisco, San Bernardino, Fresno	-243 m^2	0.5745	385
1	-124 kg	1.1855 N	football	Bioinformatics, Games and Playable Media	787	1131	Stockton, Chula Vista, Riverside	587 m^2	0.826	1029
1	1479 kg	2.1888 N	Football	Human Computer Interaction, Games and Playable Media	-368	-183	Chula Vista, Moreno Valley, Stockton, Bakersfield	-1529 m^2	-1.1835	2729
0	1181 kg	1.3689 N	basketball	Robotics Engineering	1282	758	Sacramento, Oakland	883 m^2	0.7115	-232
1	1313 kg	None	volleyball	Bioinformatics, Human Computer Interaction	512	2600	Moreno Valley, Chula Vista, Bakersfield, Stockton	851 m^2	-0.4399	948
1	605 kg	1.1631 N	volleyball	Games and Playable Media	1233	479	Riverside, Moreno Valley	-526 m^2	0.6682	n/a
4	665 kg	1.7663 N	ice hockey	Computational Media	690	-1407	San Bernardino	263 m^2	1.8744	1220
1	-460 kg	0.9997 N	boxing	Bioinformatics, Games And Playable Media	244	1193	Bakersfield, Moreno Valley, Stockton, Chula Vista	1201 m^2	0.3944	-356
4	1875 kg	-0.2471 N	ice hockey	Electrical Engineering	1941	78	Long Beach, Fresno	-547 m^2	-1.0124	1214
1	977 kg	1.8575 N	volleyball	Human Computer Interaction, Games and Playable Media	2088	479	Fremont, Long Beach, San Francisco, Fresno	1715 m^2	-1.3093	1755
3	1081 kg	0.8719 N	badminton	Applied Mathematics	1642	1792	Riverside, Moreno Valley	867 m^2	-0.2804	-75
2	1162 kg	1.4654 N	track & field	Data Science, Technology and Information Management	-467	-81	Irvine	-58 m^2	0.0215	145
3	1026 kg	-0.4804 N	badminton	Bioengineering	418	1099	Santa Ana, San Jose, Anaheim	1933 m^2	1.8845	608
0	-233 kg	1.8148 N	baseball	Games and Playable Media, Bioinformatics	1391	381	Modesto, Sacramento, Oakland	297 m^2	-0.2618	-113
4	1564 kg	0.5098 N	ice hockey	Computational Media	35	1854	Long Beach, Fresno	2031 m^2	0.4424	388
2	561 kg	-0.0261 N	badminton	Data Science	2131	1228	Moreno Valley, Chula Vista, Riverside	893 m^2	-0.9846	548
1	562 kg	0.258 N	football	Bioinformatics	-456	1366	Bakersfield, Moreno Valley, Riverside	-1605 m^2	N/A	-536
0	-1061 kg	1.0004 N	baseball	Robotics Engineering	1693	-1616	Sacramento, San Diego	1520 m^2	1.6844	672
4	-279 kg	0.8732 N	motor sports	Computer Engineering, Biotechnology	?	-867	Fremont, Long Beach, San Bernardino	535 m^2	0.9233	-231
0	841 kg	0.9019 N	basketball	Computer Engineering	2001	429	Oakland, San Diego, Modesto	670 m^2	1.2967	978
3	500 kg	1.6075 N	badminton	Applied Mathematics	482	245	Santa Ana, San Jose, Santa Clarita	1150 m^2	-1.3122	761
0	959 kg	1.9443 N	baseball	Robotics Engineering	1420	1456	Los Angeles	1454 m^2	-0.0315	1285
0	-142 kg	1.6151 N	golf	Computer Engineering	745	1515	Oakland	628 m^2	0.4084	1309
1	-61 kg	0.2299 N	football	Games and Playable Media	-154	-1165	Riverside, Bakersfield, Moreno Valley	1251 m^2	0.1114	53
0	2580 kg	-1.5427 N	BASKETBALL	Computer Engineering, Robotics Engineering	-826	180	sAN dIEGO, sACRAMENTO	-1252 m^2	-0.2653	1723
2	-1722 kg	0.9658 N	track & field	Computer Science	561	1187	San Bernardino, Fremont, San Francisco	1899 m^2	0.4046	-576
4	113 kg	0.0874 N	soccer	Computational Media	443	105	San Bernardino, San Francisco, Fresno, Fremont	1409 m^2	0.4694	-301
2	769 kg	2.4529 N	track & field	Computer Science	-30	1349	Los Angeles	-518 m^2	-0.2319	583
2	273 kg	2.1167 N	track & field	Computer Science	1403	1954	Irvine	678 m^2	0.6393	45
3	-1013 kg	1.053 N	badminton	Applied Mathematics, Bioengineering, Natural Language Processing, Computer Game Design	849	905	Anaheim, Santa Clarita	142 m^2	-0.211	-526
1	1714 kg	-0.0845 N	football	Bioinformatics, Games and Playable Media	262	542	Chula Vista	1862 m^2	0.5557	1060
0	2079 kg	2.0173 N	GOLF	Robotics Engineering, Computer Engineering	1791	1721	Modesto, San Diego, Oakland	-289 m^2	0.2956	-71
3	3 kg	0.9452 N	badminton	Computer Game Design, Bioengineering, Applied Mathematics	-369	1674	San Jose, Santa Clarita	161 m^2	0.3351	2278
3	-1296 kg	0.5966 N	Tennis	Biotechnology, Robotics Engineering	986	1118	Anaheim, San Jose, Santa Clarita	-278 m^2	1.3356	3219
0	-917 kg	1.3698 N	basketball	Computer Engineering, Biotechnology	?	1123	Modesto	1666 m^2	0.942	2102
3	626 kg	-0.5892 N	boxing	Bioengineering, Applied Mathematics	-53	-1446	Anaheim, San Jose	-1282 m^2	0.2114	1462
4	1116 kg	-1.221 N	motor sports	Electrical Engineering	-65	-160	Fremont, San Francisco	772 m^2	0.513	1743
1	1142 kg	-0.1869 N	volleyball	Bioinformatics	-428	-341	Stockton, Chula Vista	-1572 m^2	0.1211	662
2	-47 kg	0.4624 N	track & field	Statistics, Computer Game Design	1370	898	Irvine	988 m^2	-0.6804	2206
1	-473 kg	0.4057 N	volleyball	Bioinformatics, Games and Playable Media	1792	2494	Moreno Valley	1596 m^2	0.013	198
3	911 kg	0.4729 N	tennis	Bioengineering	2245	1645	San Jose, Santa Clarita	-1356 m^2	-0.6702	746
1	1369 kg	1.2079 N	football	Human Computer Interaction, Games and Playable Media	343	257	Bakersfield, Chula Vista, Riverside, Moreno Valley	-472 m^2	0.0641	1199
0	428 kg	1.8597 N	basketball	Computer Engineering, Biotechnology	1812	1382	Oakland	506 m^2	0.6959	1814
2	-328 kg	1.4433 N	track & field	Data Science, Computer Science	967	-716	Los Angeles	620 m^2	-0.5389	-46
1	893 kg	0.6937 N	boxing	Bioinformatics	1147	1369	Chula Vista, Stockton, Bakersfield	1611 m^2	1.0899	2741
1	-45 kg	0.9596 N	football	GAMES AND PLAYABLE MEDIA, HUMAN COMPUTER INTERACTION	552	2478	Riverside	-147 m^2	-0.8785	993
4	1265 kg	-0.082 N	soccer	Computational Media	-380	-7	Riverside, Moreno Valley	-556 m^2	1.5638	883
0	768 kg	1.3665 N	baseball	Biotechnology	2447	-121	Chula Vista	-307 m^2	-0.4789	443
4	660 kg	-0.4854 N	motor sports	Electrical Engineering	2201	1445	San Francisco, Fresno, Fremont	1537 m^2	0.5529	1342
2	2407 kg	1.3697 N	N/A	Computer Science	1626	2840	Irvine	-754 m^2	1.0899	-30
3	1935 kg	0.9534 N	boxing	Applied Mathematics	1394	1559	Santa Clarita	717 m^2	0.9525	-1225
4	736 kg	0.2127 N	ice hockey	Electrical Engineering	1692	-1134	Long Beach, San Bernardino	-1094 m^2	1.2487	-386
1	850 kg	1.4544 N	football	Bioinformatics, Games and Playable Media	-303	2508	Bakersfield, Moreno Valley, Stockton, Chula Vista	-288 m^2	-0.45	992
3	857 kg	1.2642 N	tennis	Computer Game Design, Statistics	1067	1791	Santa Ana	636 m^2	0.7067	161
3	802 kg	-0.2663 N	badminton	Bioengineering, Computer Game Design, Natural Language Processing, Applied Mathematics	3006	2103	Anaheim, Santa Clarita	1112 m^2	0.2725	803
4	949 kg	-0.6041 N	soccer	Computational Media	2056	751	SAN BERNARDINO, FREMONT, FRESNO, SAN FRANCISCO	-329 m^2	2.2159	-770
0	1660 kg	0.1786 N	badminton	Computer Engineering	267	-443	San Diego	355 m^2	1.1058	1996
1	784 kg	-0.6301 N	volleyball	Games and Playable Media		784	Chula Vista, Stockton, Bakersfield	758 m^2	0.4238	2178
3	920 kg	-0.4534 N	boxing	Applied Mathematics, Natural Language Processing	618	352	San Jose	-16 m^2	-1.7219	615
3	-141 kg	0.3538 N	badminton	Natural Language Processing	N/A	2841	Santa Clarita, San Jose	1537 m^2	0.6432	-392
1	-80 kg	1.2366 N	volleyball	Games and Playable Media	1131	2170	Moreno Valley	168 m^2	1.2347	-627
3	-914 kg	1.6219 N	tennis	Computer Game Design, Natural Language Processing	2307	1224	Santa Clarita, Anaheim, San Jose	1958 m^2	-0.3181	408
4	-453 kg	0.881 N	soccer	Data Science, Computer Science	974	226	Fremont, San Bernardino, San Francisco, Long Beach	-751 m^2	1.4203	885
1	-730 kg	1.096 N	volleyball	Bioinformatics, Games and Playable Media	30	1167	Moreno Valley, Riverside	1071 m^2	-0.936	791
1	97 kg	1.707 N	football	Human Computer Interaction, Games and Playable Media	-181	118	Modesto, San Diego, Sacramento	-3 m^2	-0.425	-326
2	1195 kg	-0.18 N	track & field	Data Science	-417	-99	n/a	386 m^2	1.0599	790
1	-224 kg	0.1941 N	volleyball	bIOINFORMATICS	-453	2211	Stockton, Riverside, Bakersfield	1703 m^2	0.0989	2055
1	2403 kg	1.4888 N	football	Games and Playable Media	-1181	-184	Moreno Valley, Riverside, Stockton, Chula Vista	1788 m^2	0.6734	1355
3	505 kg	-0.338 N	badminton	Natural Language Processing	-8	531	Santa Clarita, Anaheim, San Jose	1217 m^2	2.4948	305
0	375 kg	1.6248 N	baseball	Robotics Engineering, Biotechnology	339	1072	San Diego, Sacramento, Modesto	-1381 m^2	-0.2348	-1004
2	1018 kg	1.2357 N	track & field	Computer Science	1424	383	Los Angeles	-698 m^2	-0.8267	-439
2	1058 kg	0.789 N	track & field	Biotechnology, Computer Engineering	1402	-202	Los Angeles	-67 m^2	-0.9453	58
3	583 kg	0.7244 N	badminton	Applied Mathematics, Bioengineering, Computer Game Design	2022	743	Modesto, San Diego	54 m^2	0.3354	792
0	2475 kg	-0.306 N	golf	Robotics Engineering, Biotechnology	-543	80	Modesto, Oakland	87 m^2	-0.1769	-47
4	1309 kg	0.1229 N	ice hockey	Computational Media	-244	-203	San Francisco, Fresno, Long Beach	-666 m^2	1.3092	-538
2	1448 kg	0.8402 N	track & field	Computer Science	480	-1363	Los Angeles	1744 m^2	0.9749	1776
1	461 kg	0.8172 N	volleyball	Human Computer Interaction	682	-360	Bakersfield, Stockton, Chula Vista		-0.1029	26
2	995 kg	1.3234 N	track & field	Data Science	-259	1704	Irvine	-16 m^2	0.013	335
0	-376 kg	0.1087 N	baseball	Computer Engineering	983	400	Sacramento	2741 m^2	0.4466	872
1	286 kg	0.475 N	football	Games and Playable Media	158	692	Chula Vista, Stockton, Bakersfield	-57 m^2	0.1577	-205
2	2454 kg	0.5851 N	track & field	Technology and Information Management, Computer Science	3380	-874	Los Angeles	302 m^2	1.4541	442
3	389 kg	0.3499 N	football	Computer Game Design, Natural Language Processing, Bioengineering, Applied Mathematics	1838	351	Santa Ana, Anaheim, Santa Clarita	1533 m^2	0.121	870
1	1162 kg	1.8014 N	volleyball	Human Computer Interaction, Games and Playable Media	-139	1413	Riverside, Bakersfield, Chula Vista, Moreno Valley	-327 m^2	0.9453	2549
1	1567 kg	1.3134 N	volleyball	Computer Game Design, Applied Mathematics	1315	637	Bakersfield, Stockton	-390 m^2	1.4895	1561
1	690 kg	1.5074 N	football	Human Computer Interaction, Games and Playable Media	1227	1189	Stockton, Moreno Valley, Bakersfield, Riverside	1255 m^2	0.635	978
4	-102 kg	1.72 N	basketball	eLECTRICAL eNGINEERING	682	920	Long Beach, San Bernardino, Fremont	515 m^2	1.2144	-530
3	88 kg	-0.1962 N	tennis	Natural Language Processing, Computer Game Design, Bioengineering	2059	273	NULL	2542 m^2	-0.909	1840
0	-165 kg	0.9793 N	basketball	Applied Mathematics, Bioengineering, Statistics	2101	1966	Anaheim, Santa Ana	917 m^2	0.8922	NULL
2	1063 kg	0.1341 N	track & field	Computer Science	-52	-1493	San Diego, Sacramento	59 m^2	-0.4295	602
3	189 kg	0.403 N	boxing	Statistics, Computer Game Design	916	443	Santa Clarita, Anaheim, San Jose	44 m^2	0.7257	1602
0	1276 kg	1.0009 N	BOXING	Robotics Engineering, Computer Engineering	1715	-926	Oakland	498 m^2	-0.9881	-252
4	1186 kg	-0.5114 N	ice hockey	Computational Media	382	1008	Fremont, Fresno	944 m^2	0.8384	-949
1	-506 kg	1.2687 N	track & field	Human Computer Interaction, Games and Playable Media	-820	-813	Bakersfield, Moreno Valley, Chula Vista, Riverside	-78 m^2	-0.2995	-697
1	2007 kg	0.3422 N	football	Human Computer Interaction, Bioinformatics	969	2534	Riverside, Chula Vista, Bakersfield	228 m^2	0.242	-150
4	1848 kg	-0.1886 N	running	Computational Media	1466	-1124	fremont	71 m^2	2.5271	2997
4	713 kg	0.2535 N	soccer	Computational Media	-94	3230	San Bernardino, Fremont, San Francisco	2131 m^2	-0.1513	1748
3	437 kg	0.2618 N	BOXING	Applied Mathematics, Natural Language Processing	1309	1079	Santa Clarita, San Jose, Anaheim	1869 m^2	0.4314	375
1	522 kg	0.3481 N	football	Human Computer Interaction	-206	461	Stockton, Chula Vista, Moreno Valley	529 m^2	0.9199	326
3	-6 kg	1.1995 N	boxing	Statistics, Computer Game Design, Applied Mathematics, Natural Language Processing	1748	498	San Jose	-1919 m^2	1.2129	2683
4	430 kg	-0.0709 N	ice hockey	Computational Media	746	1012	Fremont, Fresno, San Bernardino, Long Beach	953 m^2	1.3862	887
0	418 kg	-0.3816 N	motor sports	Computer Engineering, Biotechnology	833	168	Oakland, San Diego	1489 m^2	2.1911	2355
1	1194 kg	1.2651 N	volleyball	Computer Science, Technology and Information Management	614	931	Bakersfield, Moreno Valley	-1245 m^2	-0.3839	1540
4	2059 kg	-0.3572 N	Ice Hockey	Natural Language Processing	1660	420	San Bernardino	333 m^2	0.7814	1913
0	1777 kg	0.2424 N	baseball	Biotechnology, Computer Engineering	1377	534	San Diego, Sacramento	2349 m^2	0.6223	-447
1	1779 kg	0.5919 N	football	Bioinformatics	-1209	1180	Moreno Valley	463 m^2	-1.134	851
1	-410 kg	1.4577 N	volleyball	Games and Playable Media	-511	-723	riverside	199 m^2	2.6514	-8
3	337 kg	0.5862 N	tennis	Applied Mathematics, Natural Language Processing	-99	800	Santa Ana	766 m^2	-0.9316	1610
0	666 kg	0.532 N	basketball	Computer Engineering	43	2616	San Diego	-979 m^2	1.7681	628
2	1283 kg	-0.3594 N	track & field	Computer Science, Data Science	-909	155	Los Angeles	539 m^2	-0.0692	414
4	1590 kg	0.5274 N	running	Computational Media	1162	-428	San Francisco, Fremont, San Bernardino, Long Beach	1426 m^2	2.0858	-2045
4	-771 kg	1.3406 N	running	Data Science	-158	-527	Los Angeles	426 m^2	0.7243	-426
4	-1872 kg	0.9224 N	motor sports	Computational Media	None	135	San Diego, Oakland	-10 m^2	0.2311	-639
0	1577 kg	1.6887 N	basketball	Biotechnology, Computer Engineering	216	882	Sacramento, San Diego, Oakland	-129 m^2	-0.6072	2425
1	20 kg	2.1108 N	track & field	Games and Playable Media	599	1924	Riverside, Stockton, Bakersfield, Moreno Valley	2181 m^2	-1.1495	-324
3	724 kg	-1.0661 N	boxing	Computer Game Design, Natural Language Processing, Bioengineering	2021	1370	Anaheim, San Jose	1768 m^2	0.0491	-873
4	2791 kg	0.4473 N	ice hockey	Electrical Engineering	670	2345	Long Beach, Fresno, San Bernardino	731 m^2	0.3716	-987
2	2119 kg	0.6182 N	track & field	Computational Media	-306	1179	Irvine	-1042 m^2	-0.6785	1249
0	1418 kg	1.7181 N	baseball	Computer Engineering, Biotechnology	2211	2010	Oakland	58 m^2	0.6416	1122
4	-774 kg	0.1154 N	soccer	Computational Media	20	698	Fresno, Long Beach, San Bernardino	-372 m^2	1.9151	366
2	1568 kg	0.4534 N	track & field	Computer Science	824	-165	Long Beach	1122 m^2	-2.1259	-1029
1	1376 kg	1.1688 N	football	Human Computer Interaction	539	1349	bakersfield, moreno valley, stockton	-129 m^2	-0.1041	1691
3	510 kg	-0.9352 N	boxing	Bioengineering, Natural Language Processing	1115	841	Santa Clarita, Santa Ana	1120 m^2	-2.2665	413
3	778 kg	0.2119 N	tennis	Applied Mathematics	1567	30	Santa Ana	-232 m^2	0.1895	-1877
3	857 kg	-0.1513 N	tennis	Computer Game Design, Natural Language Processing, Statistics	424	572	Anaheim	987 m^2	0.3276	-222
4	1515 kg	-0.2393 N	soccer	Electrical Engineering	1037	252	Long Beach, San Francisco	208 m^2	0.9888	671
2	796 kg	1.7826 N	track & field	Computer Science, Data Science	-423	621	Los Angeles	389 m^2	-1.4788	-607
1	1192 kg	1.7362 N	volleyball	Human Computer Interaction	-123	187	Bakersfield, Moreno Valley	350 m^2	-1.2368	831
4	1711 kg	1.0054 N	motor sports	Technology and Information Management, Computer Science	1374	-268	Long Beach	156 m^2	-0.3333	976
3	-363 kg	-1.0135 N	boxing	Applied Mathematics, Statistics	406	1226	San Jose, Anaheim	834 m^2	-0.6366	-347
4	1694 kg	1.0493 N	running	Electrical Engineering	216	286	Fresno, Long Beach	261 m^2	0.6669	-662
0	753 kg	2.4507 N	basketball	Biotechnology, Computer Engineering	858	1653	Modesto	129 m^2	0.8343	450
0	455 kg	1.9856 N	golf	Biotechnology	-1418	None	Modesto	468 m^2	2.0034	-854
3	-552 kg	?	boxing	Applied Mathematics	1649	-357	Santa Ana, Santa Clarita	-44 m^2	-0.0011	1221
2	721 kg	0.6905 N	track & field	Data Science, Computer Science	2123	1683		1154 m^2	-0.3358	1025
2	807 kg	0.1801 N	track & field	Computer Science	1532	-232	Los Angeles	996 m^2	-0.1663	147
3	878 kg	-0.2926 N	NULL	Bioengineering	300	1119	Santa Ana, Santa Clarita	281 m^2	0.2732	-1652
2	1608 kg	NULL	track & field	Technology and Information Management	768	-378	Long Beach, Fremont	1404 m^2	0.3787	600
3	-158 kg	-0.4717 N	boxing	None	1432	1595	Santa Ana, Anaheim	915 m^2	0.9896	33
1	1112 kg	0.1783 N	football	Human Computer Interaction	-1377	2371	Chula Vista, Riverside, Bakersfield	1 m^2	-1.0786	-535
4	-227 kg	0.2866 N	running	cOMPUTATIONAL mEDIA	1233	-667	San Francisco, Fremont	-63 m^2	0.8937	-291
3	-507 kg	0.9937 N	badminton	Applied Mathematics, Computer Game Design	-106	238	Anaheim	-604 m^2	0.9909	1151
4	1767 kg	0.6983 N	basketball	Electrical Engineering	858	1559	Fremont, Fresno	868 m^2	0.9773	178
4	1033 kg	0.4233 N	tennis	Computational Media	210	1476	San Francisco, Long Beach, San Bernardino	1047 m^2	0.1953	-527
0	201 kg	2.9886 N	baseball	Biotechnology	840	794	San Diego, Oakland, Modesto	2158 m^2	1.9659	-1027
2	1523 kg	0.5781 N	track & field	Data Science, Technology and Information Management	361	-785	Los Angeles	249 m^2	1.0005	-295
1	1350 kg	0.1114 N	volleyball	Human Computer Interaction, Bioinformatics	83	1350	Stockton	950 m^2	0.1933	439
2	640 kg	-0.6204 N	baseball	Data Science, Technology and Information Management	1074	-1381	Irvine	-1543 m^2	1.1708	1390
1	1547 kg	0.438 N	volleyball	Bioinformatics, Games and Playable Media	333	-447	Chula Vista, Moreno Valley	-149 m^2	-0.5667	373
2	1213 kg	-0.8111 N	track & field	Technology And Information Management, Computer Science	536	2004	Irvine	-647 m^2	0.5613	-60
0	161 kg	1.8829 N	golf	Biotechnology	518	2892	Sacramento	541 m^2	1.0475	-725
2	1107 kg	0.1803 N	track & field	Data Science	1450	597	Irvine	276 m^2	-0.0023	-890
2	934 kg	0.1823 N	Track & Field	Data Science	1011	-1351	Irvine	2095 m^2	-0.6988	-134
1	694 kg	1.6551 N	football	Games and Playable Media, Bioinformatics	1211	-460	Chula Vista, Bakersfield, Riverside	2176 m^2	-0.1845	1111
0	114 kg	0.6018 N	baseball	Biotechnology	1995	322	Sacramento, Oakland	382 m^2	0.9855	345
3	825 kg	1.0517 N	football	Applied Mathematics, Natural Language Processing	2115	-28	San Jose, Anaheim, Santa Clarita	1080 m^2	-1.1826	1582
1	27 kg	0.7545 N	volleyball	Games and Playable Media	983	1450	Sacramento, Oakland	600 m^2	0.7625	1967
3	369 kg	0.9009 N	None	Computer Game Design	2778	477	Santa Clarita	43 m^2	0.8473	620
1	1966 kg	1.3291 N	football	Bioinformatics	-708	1343	Bakersfield	490 m^2	-0.1577	1101
4	-626 kg	1.5388 N	motor sports	Computational Media	613	369	Sacramento, San Diego	1316 m^2	-0.3602	224
2	551 kg	1.3406 N	track & field	Data Science, Computer Science	756	-345	San Jose, Santa Clarita, Santa Ana	397 m^2	0.0603	-811
4	39 kg	1.0845 N	running	Electrical Engineering	324	362	Fresno, San Bernardino, Fremont	687 m^2	0.2938	54
2	894 kg	-0.0858 N	baseball	Technology And Information Management	1290	430	Los Angeles	-585 m^2	0.282	1525
0	1075 kg	1.8481 N	track & field	Robotics Engineering	1463	291	SACRAMENTO, OAKLAND, MODESTO	1543 m^2	0.6116	880
3	-589 kg	0.2058 N	badminton	Bioengineering, Applied Mathematics, Computer Game Design, Natural Language Processing	387	1849	Santa Clarita	2036 m^2	-0.3677	908
4	1918 kg	-0.3482 N	volleyball	Electrical Engineering	865	1723	San Bernardino, Long Beach, San Francisco	693 m^2	0.7602	1437
3	374 kg	-0.9393 N	boxing	Computer Game Design	726	-296	Anaheim, Santa Clarita	334 m^2	0.1691	147
0	688 kg	0.9676 N	volleyball	Computer Engineering	1446	619	Oakland, Modesto	1947 m^2	0.8293	-616
4	1106 kg	1.257 N	running	Electrical Engineering	865	556	San Bernardino, Fresno, Long Beach, Fremont	389 m^2	1.1148	-1391
3	1280 kg	0.8577 N	badminton	Bioengineering, Computer Game Design	1062	2686	San Jose, Santa Clarita, Anaheim	-87 m^2	-0.1701	556
4	1151 kg	-0.4506 N	motor sports	Natural Language Processing, Bioengineering, Statistics, Computer Game Design	1522	625	Moreno Valley, Bakersfield, Riverside	-665 m^2	0.7743	-1311
0	-306 kg	2.1331 N	basketball	Robotics Engineering, Computer Engineering	-265	1896	Oakland, Modesto, San Diego	892 m^2	1.3829	254
1	1775 kg	0.5117 N	volleyball	Games and Playable Media, Bioinformatics	2491	737	Stockton, Riverside	1476 m^2	0.2563	639
0	780 kg	-0.0065 N	golf	Computer Engineering	940	905	Modesto, Sacramento, San Diego	1044 m^2	0.5252	-32
0	645 kg	1.5229 N	boxing	Robotics Engineering	942	476	Sacramento	1082 m^2	0.4649	261
0	931 kg	1.5272 N	golf	Robotics Engineering, Computer Engineering	917	1615	San Diego	1447 m^2	0.1126	-460
1	1858 kg	0.8496 N	N/A	Human Computer Interaction	246	2328	Moreno Valley	-1125 m^2	-0.167	137
4	-352 kg	1.5102 N	soccer	Computational Media	382		Fresno, Fremont, San Francisco	-726 m^2	1.1243	143
1	-49 kg	0.8322 N	volleyball	Human Computer Interaction	330	-780	Los Angeles	-910 m^2	1.1568	-919
1	-107 kg	-0.473 N	n/a	Human Computer Interaction	-913	1251	Moreno Valley	-649 m^2	-0.2668	125
0	1174 kg	1.651 N	baseball	Robotics Engineering	380	258	Oakland, Sacramento, San Diego	2377 m^2	0.3529	-1516
0	953 kg	-0.14 N	GOLF	Biotechnology	2136	1834	Sacramento, Modesto	943 m^2	-0.5327	801
3	598 kg	0.4088 N	boxing	Applied Mathematics	1908	2684	Santa Clarita	-483 m^2	-1.4136	459
1	919 kg	-0.0424 N	football	Games and Playable Media	-312	2555	Bakersfield, Moreno Valley, Chula Vista, Stockton	82 m^2	-0.3588	1011
1	2322 kg	0.9167 N	volleyball	Human Computer Interaction, Games and Playable Media	-673	583	MORENO VALLEY, CHULA VISTA, STOCKTON	900 m^2	-0.6982	1346
2	204 kg	-0.3867 N	track & field	Computer Science	1080	1010	Irvine	-1109 m^2	-0.2301	1425
4	1563 kg	-0.2051 N	motor sports	Computational Media	2836	-24	Fremont	-626 m^2	0.451	622
4	2334 kg	1.5412 N	running	Electrical Engineering	2227	499	Long Beach	1846 m^2	0.267	-79
2	-55 kg	1.2273 N	track & field	Technology and Information Management, Data Science	925	-136	Los Angeles	-225 m^2	0.9644	2313
2	1548 kg	-0.0268 N	track & field	Technology and Information Management, Data Science	358	-666	Los Angeles	1568 m^2	-0.8448	872
3	204 kg	0.8691 N	badminton	Statistics	1434	1993	Santa Ana, Anaheim, San Jose	-75 m^2	-0.1283	940
1	182 kg	1.1258 N	football	HUMAN COMPUTER INTERACTION	83	2431	San Jose, Santa Ana, Anaheim	-483 m^2	0.5189	941
3	-582 kg	0.4952 N	badminton	Natural Language Processing, Bioengineering, Statistics, Applied Mathematics	-400	1229	Anaheim, Santa Clarita, San Jose	905 m^2	1.0897	1035
4	1496 kg	1.2449 N	motor sports	Computational Media	-258	-2183	Fresno, Fremont, San Francisco, Long Beach	245 m^2	2.2115	971
3	833 kg	0.231 N	boxing	Statistics	539	1295	Santa Ana	307 m^2	-0.4504	1685
3	-128 kg	0.2826 N	tennis	Natural Language Processing, Computer Game Design, Applied Mathematics, Bioengineering	1304	3193	Santa Ana, Anaheim, San Jose	1192 m^2	0.1236	-1668
3	-126 kg	1.3661 N	boxing	Bioengineering, Statistics	819	n/a	Santa Ana, Santa Clarita	630 m^2	1.0597	477
3	448 kg	1.0364 N	boxing	Applied Mathematics	2029	728	San Jose, Anaheim	649 m^2	-0.1013	552
3	828 kg	-0.2119 N	badminton	Statistics, Natural Language Processing, Bioengineering	1405	286	Anaheim, Santa Clarita, San Jose	1966 m^2	-0.8548	731
3	1125 kg	0.5055 N	badminton	Computer Science	1424	-439	Anaheim, San Jose, Santa Ana	315 m^2	-0.3224	872
4	2010 kg	-0.1151 N	boxing	Computational Media	1502	402	Riverside, Stockton, Chula Vista	-468 m^2	0.5003	1599
3	461 kg	1.0253 N	TENNIS	Bioengineering, Natural Language Processing, Applied Mathematics	1971	2030	Irvine	815 m^2	0.5568	-346
0	-522 kg	2.1782 N	basketball	Biotechnology, Robotics Engineering	1838	-705	Sacramento, Oakland	-320 m^2	2.7032	-207
4	779 kg	1.0001 N	Ice Hockey	Computational Media	2922	169	San Bernardino	422 m^2	1.1822	740
1	1396 kg	1.8156 N	volleyball	Human Computer Interaction	-138	200	Chula Vista, Bakersfield	-312 m^2	-0.0382	684
0	608 kg	-0.413 N	golf	Robotics Engineering, Computer Engineering	1226	996	Oakland, San Diego, Modesto	-1610 m^2	0.974	1023
4	863 kg	0.5661 N	ice hockey	Electrical Engineering	1392	808	San Francisco, Fremont	-866 m^2	0.7645	1192
3	312 kg	0.2265 N	tennis	Technology and Information Management, Computer Science	451	179	Santa Clarita, San Jose	1027 m^2	1.3535	-696
3	1267 kg	-0.1958 N	badminton	Computer Engineering, Robotics Engineering	2213	1188	Anaheim, Santa Clarita	-1043 m^2	-0.5073	1718
2	1184 kg	0.6863 N	Track & Field	Data Science	1613	-605	Los Angeles	1082 m^2	0.2879	1338
2	851 kg	1.5274 N	track & field	Data Science, Technology and Information Management	1802	1074	Los Angeles	646 m^2	-0.3895	538
4	638 kg	1.3909 N	soccer	Electrical Engineering	1656	-340	San Bernardino	88 m^2	0.9119	787
2	528 kg	0.1298 N	track & field	Computer Science, Data Science	860	-1490	Los Angeles	-676 m^2	-0.1669	521
2	230 kg	0.1172 N	football	Data Science, Computer Science	2369	-488	Los Angeles	-1082 m^2	-1.7283	1640
0	95 kg	2.0019 N	basketball	Robotics Engineering, Biotechnology	-285	976	Sacramento, Oakland, San Diego	505 m^2	0.1748	2143
4	1221 kg	-0.778 N	ice hockey	Computational Media	812	1383	San Francisco, Long Beach, Fremont, Fresno	-129 m^2	-0.5819	1180
3	1195 kg	0.5324 N	tennis	Applied Mathematics, Bioengineering, Computer Game Design	1523	1339	Anaheim, San Jose	1707 m^2	1.4586	-1181
2	1311 kg	-0.5255 N	track & field	Data Science	1865	575	Irvine	2020 m^2	0.3812	2055
3	-74 kg	1.1997 N	boxing	Statistics, Applied Mathematics, Natural Language Processing, Computer Game Design	-425	1081	Santa Clarita, Santa Ana, Anaheim	1044 m^2	0.2311	1999
